chart	file	width	height	units
exemplary_trees_3	laminar-families/mart1259_verbal_exemplary_trees_3.pdf	93.7	17.53	cm
exemplary_trees_slide_3_tree	laminar-families/mart1259_verbal_exemplary_trees_slide_3_tree.pdf	16.3632272727273	7.5	in
exemplary_trees_slide_3_evidence	laminar-families/mart1259_verbal_exemplary_trees_slide_3_evidence.pdf	31.1018181818182	7	cm
exemplary_trees_4	laminar-families/mart1259_verbal_exemplary_trees_4.pdf	93.7	17.53	cm
exemplary_trees_slide_4_tree	laminar-families/mart1259_verbal_exemplary_trees_slide_4_tree.pdf	16.3632272727273	7.5	in
exemplary_trees_slide_4_evidence	laminar-families/mart1259_verbal_exemplary_trees_slide_4_evidence.pdf	31.1018181818182	7	cm
forestspans_plot	pooled/mart1259_verbal_forestspans_plot.pdf	41.7272727272727	24	cm
tree_count_by_class	counts-and-chance/mart1259_verbal_tree_count_by_class.pdf	8	3.8	in
tree_count_bundles	counts-and-chance/mart1259_verbal_tree_count_bundles.pdf	8	3.8	in
tree_count_all	counts-and-chance/mart1259_verbal_tree_count_all.pdf	7	5	in
tree_count_without_adjacent	counts-and-chance/mart1259_verbal_tree_count_without_adjacent.pdf	8	5	in
fragmentation_test_plot	counts-and-chance/mart1259_verbal_fragmentation_test_plot.pdf	10	6.5	in
span_placement_test_by_group_plot	counts-and-chance/mart1259_verbal_span_placement_test_by_group_plot.pdf	11	9	in
arbitrary_layers_test_by_group_plot	counts-and-chance/mart1259_verbal_arbitrary_layers_test_by_group_plot.pdf	11	9	in
boundary_strength_test_jump_all	boundaries/mart1259_verbal_boundary_strength_test_jump_all.pdf	13.5	7	in
boundary_strength_test_level_all	boundaries/mart1259_verbal_boundary_strength_test_level_all.pdf	13.5	7	in
boundary_strength_test_jump_morphosyntactic	boundaries/mart1259_verbal_boundary_strength_test_jump_morphosyntactic.pdf	13.5	7	in
boundary_strength_test_level_morphosyntactic	boundaries/mart1259_verbal_boundary_strength_test_level_morphosyntactic.pdf	13.5	7	in
boundary_strength_test_jump_phonological	boundaries/mart1259_verbal_boundary_strength_test_jump_phonological.pdf	13.5	7	in
boundary_strength_test_level_phonological	boundaries/mart1259_verbal_boundary_strength_test_level_phonological.pdf	13.5	7	in
boundary_strength_test_jump_indeterminate	boundaries/mart1259_verbal_boundary_strength_test_jump_indeterminate.pdf	13.5	7	in
boundary_strength_test_level_indeterminate	boundaries/mart1259_verbal_boundary_strength_test_level_indeterminate.pdf	13.5	7	in
boundary_strength_test_jump_morsyn_indet	boundaries/mart1259_verbal_boundary_strength_test_jump_morsyn_indet.pdf	13.5	7	in
boundary_strength_test_level_morsyn_indet	boundaries/mart1259_verbal_boundary_strength_test_level_morsyn_indet.pdf	13.5	7	in
boundary_strength	boundaries/mart1259_verbal_boundary_strength.pdf	13.5	7	in
boundary_strength_distributions	boundaries/mart1259_verbal_boundary_strength_distributions.pdf	13.5	5	in
boundary_strength_overlay	boundaries/mart1259_verbal_boundary_strength_overlay.pdf	15.9545454545455	7	in
