chart	file	width	height	units
tree_count_bundles	cent2127_verbal/counts-and-chance/cent2127_verbal_tree_count_bundles.pdf	8	3.8	in
tree_count_all	cent2127_verbal/counts-and-chance/cent2127_verbal_tree_count_all.pdf	7	5	in
tree_count_without_adjacent	cent2127_verbal/counts-and-chance/cent2127_verbal_tree_count_without_adjacent.pdf	8	5	in
fragmentation_test_plot	cent2127_verbal/counts-and-chance/cent2127_verbal_fragmentation_test_plot.pdf	10	6.5	in
span_placement_test_by_group_plot	cent2127_verbal/counts-and-chance/cent2127_verbal_span_placement_test_by_group_plot.pdf	11	9	in
arbitrary_layers_test_by_group_plot	cent2127_verbal/counts-and-chance/cent2127_verbal_arbitrary_layers_test_by_group_plot.pdf	11	9	in
boundary_strength_test_jump_all	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_jump_all.pdf	11	7	in
boundary_strength_test_level_all	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_level_all.pdf	11	7	in
boundary_strength_test_jump_morphosyntactic	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_jump_morphosyntactic.pdf	11	7	in
boundary_strength_test_level_morphosyntactic	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_level_morphosyntactic.pdf	11	7	in
boundary_strength_test_jump_phonological	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_jump_phonological.pdf	11	7	in
boundary_strength_test_level_phonological	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_level_phonological.pdf	11	7	in
boundary_strength_test_jump_indeterminate	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_jump_indeterminate.pdf	11	7	in
boundary_strength_test_level_indeterminate	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_level_indeterminate.pdf	11	7	in
boundary_strength_test_jump_morsyn_indet	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_jump_morsyn_indet.pdf	11	7	in
boundary_strength_test_level_morsyn_indet	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_test_level_morsyn_indet.pdf	11	7	in
boundary_strength	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength.pdf	11	7	in
boundary_strength_distributions	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_distributions.pdf	11	5	in
boundary_strength_overlay	cent2127_verbal/boundaries/cent2127_verbal_boundary_strength_overlay.pdf	13	7	in
