group	kind	family_count	n
syntaxlike	bundle	74	8
syntaxlike	bundle	75	4
syntaxlike	bundle	76	11
syntaxlike	bundle	77	5
syntaxlike	bundle	78	4
syntaxlike	bundle	79	2
syntaxlike	bundle	80	7
syntaxlike	bundle	81	3
syntaxlike	bundle	82	1
syntaxlike	bundle	83	2
syntaxlike	bundle	84	6
syntaxlike	bundle	85	1
syntaxlike	bundle	86	1
syntaxlike	bundle	88	2
syntaxlike	bundle	90	2
syntaxlike	bundle	91	1
syntaxlike	bundle	92	2
syntaxlike	bundle	93	2
syntaxlike	bundle	95	1
syntaxlike	bundle	96	1
syntaxlike	bundle	97	1
syntaxlike	bundle	98	1
syntaxlike	bundle	101	1
syntaxlike	bundle	102	4
syntaxlike	bundle	103	2
syntaxlike	bundle	104	1
syntaxlike	bundle	106	1
syntaxlike	bundle	111	1
syntaxlike	bundle	112	1
syntaxlike_notono	bundle	1	1
syntaxlike_notono	bundle	2	5
syntaxlike_notono	bundle	3	64
syntaxlike_notono	bundle	4	249
syntaxlike_notono	bundle	5	523
syntaxlike_notono	bundle	6	699
syntaxlike_notono	bundle	7	870
syntaxlike_notono	bundle	8	795
syntaxlike_notono	bundle	9	547
syntaxlike_notono	bundle	10	493
syntaxlike_notono	bundle	11	247
syntaxlike_notono	bundle	12	254
syntaxlike_notono	bundle	13	100
syntaxlike_notono	bundle	14	79
syntaxlike_notono	bundle	15	24
syntaxlike_notono	bundle	16	31
syntaxlike_notono	bundle	17	7
syntaxlike_notono	bundle	18	7
syntaxlike_notono	bundle	19	2
syntaxlike_notono	bundle	22	2
syntaxlike_notono	bundle	24	1
