group	kind	family_count	n
intonational	class	1	4506
intonational	class	2	494
length	class	2	145
length	class	3	1267
length	class	4	2167
length	class	5	1118
length	class	6	264
length	class	7	37
length	class	8	2
phonologylike	bundle	2	1
phonologylike	bundle	3	15
phonologylike	bundle	4	43
phonologylike	bundle	5	119
phonologylike	bundle	6	207
phonologylike	bundle	7	384
phonologylike	bundle	8	490
phonologylike	bundle	9	425
phonologylike	bundle	10	622
phonologylike	bundle	11	386
phonologylike	bundle	12	583
phonologylike	bundle	13	311
phonologylike	bundle	14	379
phonologylike	bundle	15	234
phonologylike	bundle	16	242
phonologylike	bundle	17	123
phonologylike	bundle	18	147
phonologylike	bundle	19	72
phonologylike	bundle	20	82
phonologylike	bundle	21	35
phonologylike	bundle	22	34
phonologylike	bundle	23	16
phonologylike	bundle	24	22
phonologylike	bundle	25	7
phonologylike	bundle	26	6
phonologylike	bundle	27	2
phonologylike	bundle	28	6
phonologylike	bundle	29	1
phonologylike	bundle	30	4
phonologylike	bundle	31	2
syntaxlike	bundle	9	1
syntaxlike	bundle	10	4
syntaxlike	bundle	11	6
syntaxlike	bundle	12	18
syntaxlike	bundle	13	29
syntaxlike	bundle	14	38
syntaxlike	bundle	15	51
syntaxlike	bundle	16	110
syntaxlike	bundle	17	133
syntaxlike	bundle	18	146
syntaxlike	bundle	19	182
syntaxlike	bundle	20	223
syntaxlike	bundle	21	223
syntaxlike	bundle	22	249
syntaxlike	bundle	23	246
syntaxlike	bundle	24	267
syntaxlike	bundle	25	244
syntaxlike	bundle	26	225
syntaxlike	bundle	27	235
syntaxlike	bundle	28	251
syntaxlike	bundle	29	228
syntaxlike	bundle	30	229
syntaxlike	bundle	31	185
syntaxlike	bundle	32	188
syntaxlike	bundle	33	184
syntaxlike	bundle	34	167
syntaxlike	bundle	35	139
syntaxlike	bundle	36	109
syntaxlike	bundle	37	99
syntaxlike	bundle	38	97
syntaxlike	bundle	39	69
syntaxlike	bundle	40	79
syntaxlike	bundle	41	53
syntaxlike	bundle	42	44
syntaxlike	bundle	43	44
syntaxlike	bundle	44	40
syntaxlike	bundle	45	16
syntaxlike	bundle	46	28
syntaxlike	bundle	47	16
syntaxlike	bundle	48	16
syntaxlike	bundle	49	15
syntaxlike	bundle	50	11
syntaxlike	bundle	51	7
syntaxlike	bundle	52	12
syntaxlike	bundle	53	11
syntaxlike	bundle	54	7
syntaxlike	bundle	55	5
syntaxlike	bundle	56	1
syntaxlike	bundle	57	3
syntaxlike	bundle	58	2
syntaxlike	bundle	59	1
syntaxlike	bundle	60	3
syntaxlike	bundle	61	2
syntaxlike	bundle	62	2
syntaxlike	bundle	63	2
syntaxlike	bundle	64	1
syntaxlike	bundle	66	1
syntaxlike	bundle	67	1
syntaxlike	bundle	68	2
syntaxlike_notono	bundle	3	6
syntaxlike_notono	bundle	4	94
syntaxlike_notono	bundle	5	409
syntaxlike_notono	bundle	6	793
syntaxlike_notono	bundle	7	1089
syntaxlike_notono	bundle	8	1029
syntaxlike_notono	bundle	9	746
syntaxlike_notono	bundle	10	456
syntaxlike_notono	bundle	11	228
syntaxlike_notono	bundle	12	107
syntaxlike_notono	bundle	13	33
syntaxlike_notono	bundle	14	7
syntaxlike_notono	bundle	16	2
syntaxlike_notono	bundle	17	1
